%Runtime 20151211,  Coefs: 0.9806 / 0.077
%nrec yyyy MM dd hh mm ss lat lon Ts
3833 2015 10 29 01 42 50 37.23965 -76.03881 17.218
3834 2015 10 29 01 45 56 37.23583 -76.04221 17.361
3835 2015 10 29 01 58 23 37.23091 -76.05704 17.505
3836 2015 10 29 02 01 29 37.22900 -76.06151 17.590
3837 2015 10 29 02 04 36 37.22466 -76.06791 17.384
3838 2015 10 29 02 07 43 37.21830 -76.06975 17.486
3839 2015 10 29 02 10 50 37.21188 -76.07155 17.548
3840 2015 10 29 02 13 57 37.20534 -76.07347 17.349
3841 2015 10 29 02 17 07 37.19880 -76.07542 17.332
3842 2015 10 29 02 20 19 37.19232 -76.07737 17.382
3843 2015 10 29 02 23 27 37.18588 -76.07931 17.319
3844 2015 10 29 02 26 33 37.17975 -76.08119 17.347
3845 2015 10 29 02 29 41 37.17367 -76.08306 17.336
3846 2015 10 29 02 48 27 37.13643 -76.09315 17.257
3847 2015 10 29 02 51 33 37.13030 -76.09484 17.348
3848 2015 10 29 02 54 39 37.12411 -76.09655 17.245
3849 2015 10 29 02 57 46 37.11794 -76.09827 17.298
3850 2015 10 29 03 00 53 37.11182 -76.10001 17.309
3851 2015 10 29 03 04 00 37.10570 -76.10181 17.326
3852 2015 10 29 03 13 20 37.08670 -76.10701 17.245
3853 2015 10 29 03 16 28 37.08083 -76.10370 17.316
3854 2015 10 29 03 32 00 37.05203 -76.07998 17.557
3855 2015 10 29 03 38 13 37.04182 -76.06911 17.707
3856 2015 10 29 03 41 21 37.03687 -76.06371 17.755
3857 2015 10 29 03 50 39 37.02026 -76.04975 17.784
3858 2015 10 29 03 53 45 37.01491 -76.04462 17.814
3859 2015 10 29 03 56 53 37.00971 -76.03888 17.641
3860 2015 10 29 04 00 00 37.00418 -76.03347 17.896
3861 2015 10 29 04 03 07 36.99861 -76.02809 17.881
3862 2015 10 29 04 12 27 36.98100 -76.01236 18.028
3863 2015 10 29 04 15 34 36.97498 -76.00716 17.951
3864 2015 10 29 04 18 41 36.96898 -76.00196 18.080
3865 2015 10 29 04 27 59 36.95120 -75.98635 18.405
3866 2015 10 29 04 37 19 36.93378 -75.97086 18.509
3867 2015 10 29 04 40 25 36.92805 -75.96536 18.408
3868 2015 10 29 04 43 31 36.92233 -75.95968 18.153
3869 2015 10 29 04 52 51 36.90479 -75.94370 18.291
3870 2015 10 29 05 02 10 36.88628 -75.92978 18.253
3871 2015 10 29 05 05 17 36.88017 -75.92529 18.312
3872 2015 10 29 05 08 24 36.87389 -75.92068 18.309
3873 2015 10 29 05 14 40 36.86119 -75.91145 18.317
3874 2015 10 29 05 36 38 36.81710 -75.87907 18.465
3875 2015 10 29 05 39 44 36.81113 -75.87472 18.469
3876 2015 10 29 05 42 52 36.80514 -75.87036 18.364
3877 2015 10 29 05 45 58 36.79913 -75.86598 18.255
3878 2015 10 29 05 49 04 36.79310 -75.86157 18.394
3879 2015 10 29 05 52 11 36.78704 -75.85711 18.497
3880 2015 10 29 05 55 18 36.78099 -75.85262 18.388
3881 2015 10 29 05 58 25 36.77496 -75.84816 18.285
3882 2015 10 29 06 01 31 36.76898 -75.84371 18.460
3883 2015 10 29 06 04 37 36.76303 -75.83921 18.407
3884 2015 10 29 06 07 43 36.75702 -75.83466 18.417
3885 2015 10 29 06 10 49 36.75114 -75.83017 18.353
3886 2015 10 29 06 13 56 36.74536 -75.82576 18.472
3887 2015 10 29 06 17 03 36.73948 -75.82129 18.403
3888 2015 10 29 06 26 21 36.72197 -75.80798 18.537
3889 2015 10 29 06 35 41 36.70411 -75.79443 18.493
3890 2015 10 29 06 48 09 36.68042 -75.77649 18.506
3891 2015 10 29 06 54 23 36.66835 -75.76748 18.460
3892 2015 10 29 06 57 31 36.66220 -75.76289 18.565
3893 2015 10 29 07 16 11 36.62554 -75.73650 18.549
3894 2015 10 29 07 22 24 36.61319 -75.72766 18.548
3895 2015 10 29 07 25 31 36.60708 -75.72332 18.460
3896 2015 10 29 07 28 38 36.60091 -75.71897 18.493
3897 2015 10 29 07 34 51 36.58869 -75.71037 18.505
3898 2015 10 29 07 37 58 36.58245 -75.70607 18.531
3899 2015 10 29 07 41 04 36.57618 -75.70181 18.542
3900 2015 10 29 07 47 18 36.56382 -75.69355 18.575
3901 2015 10 29 07 50 25 36.55768 -75.68948 18.611
3902 2015 10 29 07 56 38 36.54540 -75.68126 18.658
3903 2015 10 29 07 59 45 36.53920 -75.67709 18.619
3904 2015 10 29 08 05 58 36.52665 -75.66873 18.634
3905 2015 10 29 08 18 24 36.50388 -75.65084 18.789
3906 2015 10 29 08 24 37 36.49283 -75.64197 18.785
3907 2015 10 29 08 27 44 36.48732 -75.63754 18.862
3908 2015 10 29 08 30 51 36.48172 -75.63304 18.889
3909 2015 10 29 08 33 58 36.47615 -75.62846 18.992
3910 2015 10 29 08 37 04 36.47057 -75.62394 19.135
3911 2015 10 29 08 40 11 36.46511 -75.61964 19.126
3912 2015 10 29 08 46 23 36.45416 -75.61076 19.052
3913 2015 10 29 08 49 30 36.44874 -75.60631 19.045
3914 2015 10 29 08 52 37 36.44315 -75.60169 19.082
3915 2015 10 29 08 58 50 36.43210 -75.59251 19.273
3916 2015 10 29 09 01 57 36.42676 -75.58808 18.942
3917 2015 10 29 09 08 10 36.41584 -75.57904 19.112
3918 2015 10 29 09 17 29 36.39929 -75.56548 19.112
3919 2015 10 29 09 20 36 36.39376 -75.56104 19.076
3920 2015 10 29 09 23 44 36.38820 -75.55700 19.118
3921 2015 10 29 09 26 51 36.38246 -75.55302 19.203
3922 2015 10 29 09 29 57 36.37703 -75.54931 19.118
3923 2015 10 29 09 33 05 36.37131 -75.54550 19.156
3924 2015 10 29 09 39 18 36.36002 -75.53819 19.441
3925 2015 10 29 09 42 25 36.35411 -75.53433 19.254
3926 2015 10 29 09 51 44 36.33708 -75.52307 19.148
3927 2015 10 29 09 54 51 36.33164 -75.51952 19.151
3928 2015 10 29 09 57 58 36.32613 -75.51582 19.097
3929 2015 10 29 10 01 04 36.32056 -75.51219 19.221
3930 2015 10 29 10 04 11 36.31502 -75.50864 19.233
3931 2015 10 29 10 10 25 36.30335 -75.50275 19.429
3932 2015 10 29 10 13 31 36.29770 -75.50003 19.429
3933 2015 10 29 10 16 38 36.29191 -75.49771 19.191
3934 2015 10 29 10 25 57 36.27349 -75.49343 19.203
3935 2015 10 29 10 29 03 36.26719 -75.49222 19.248
3936 2015 10 29 10 32 10 36.26075 -75.49146 19.299
3937 2015 10 29 10 57 01 36.23498 -75.47180 19.315
3938 2015 10 29 11 00 08 36.22980 -75.46641 19.292
3939 2015 10 29 11 06 21 36.21934 -75.45558 19.387
3940 2015 10 29 11 09 27 36.21412 -75.45013 19.397
3941 2015 10 29 11 15 40 36.20377 -75.43919 19.679
3942 2015 10 29 11 18 47 36.19858 -75.43379 19.470
3943 2015 10 29 11 21 53 36.19321 -75.42824 19.510
3944 2015 10 29 11 25 00 36.18808 -75.42289 19.427
3945 2015 10 29 11 28 07 36.18314 -75.41727 19.429
3946 2015 10 29 11 31 13 36.18717 -75.41594 19.403
3947 2015 10 29 11 34 20 36.18833 -75.41942 19.442
3948 2015 10 29 11 37 27 36.18514 -75.41839 19.395
3949 2015 10 29 11 40 34 36.18263 -75.41590 19.421
3950 2015 10 29 11 43 40 36.18021 -75.41345 19.452
3951 2015 10 29 11 54 59 36.17731 -75.41417 19.456
3952 2015 10 29 12 01 11 36.18151 -75.41591 19.432
3953 2015 10 29 12 07 25 36.18730 -75.41844 19.410
3954 2015 10 29 12 10 31 36.18959 -75.41952 19.270
3955 2015 10 29 12 22 56 36.19036 -75.41775 19.358
3956 2015 10 29 12 26 03 36.19112 -75.41775 19.339
3957 2015 10 29 12 32 15 36.19500 -75.41735 19.374
3958 2015 10 29 12 35 22 36.19817 -75.41938 19.414
3959 2015 10 29 12 38 28 36.19571 -75.42348 19.431
3960 2015 10 29 12 41 36 36.19269 -75.42750 19.461
3961 2015 10 29 12 44 42 36.18845 -75.42844 19.552
3962 2015 10 29 12 47 50 36.18264 -75.43017 19.345
3963 2015 10 29 13 00 17 36.16771 -75.43342 19.262
3964 2015 10 29 13 06 30 36.16771 -75.43362 19.358
3965 2015 10 29 13 09 36 36.16780 -75.43351 19.363
3966 2015 10 29 13 12 42 36.16843 -75.43335 19.319
3967 2015 10 29 13 18 55 36.17831 -75.43238 19.279
3968 2015 10 29 13 22 02 36.18133 -75.42879 19.454
3969 2015 10 29 13 31 19 36.18396 -75.42044 19.560
3970 2015 10 29 13 34 25 36.18243 -75.42229 19.476
3971 2015 10 29 13 37 31 36.18144 -75.42337 19.518
3972 2015 10 29 14 38 38 36.18361 -75.40832 19.526
3973 2015 10 29 14 41 44 36.18364 -75.40187 19.285
3974 2015 10 29 14 44 51 36.18362 -75.39553 19.340
3975 2015 10 29 14 47 57 36.18349 -75.38901 19.421
3976 2015 10 29 14 51 04 36.18335 -75.38261 19.866
3977 2015 10 29 14 54 11 36.18323 -75.37598 19.514
3978 2015 10 29 15 00 24 36.18317 -75.36320 19.544
3979 2015 10 29 15 03 32 36.18309 -75.35576 19.544
3980 2015 10 29 15 06 38 36.18298 -75.34819 19.726
3981 2015 10 29 15 09 44 36.18291 -75.34101 19.597
3982 2015 10 29 15 22 11 36.18394 -75.31183 19.522
3983 2015 10 29 15 25 17 36.18420 -75.30443 19.517
3984 2015 10 29 15 28 23 36.18422 -75.29715 19.735
3985 2015 10 29 15 37 42 36.18420 -75.27517 19.572
3986 2015 10 29 15 40 48 36.18425 -75.26769 19.583
3987 2015 10 29 15 50 07 36.18459 -75.24656 19.385
3988 2015 10 29 15 53 14 36.18477 -75.24001 19.420
3989 2015 10 29 15 56 21 36.18496 -75.23304 19.380
3990 2015 10 29 15 59 27 36.18513 -75.22537 19.480
3991 2015 10 29 16 05 40 36.18522 -75.21133 19.412
3992 2015 10 29 16 11 52 36.18494 -75.19755 19.409
3993 2015 10 29 16 21 13 36.18427 -75.17694 19.410
3994 2015 10 29 16 30 32 36.18330 -75.15685 19.354
3995 2015 10 29 16 33 39 36.18291 -75.14990 19.459
3996 2015 10 29 16 36 45 36.18252 -75.14302 19.487
3997 2015 10 29 16 39 52 36.18208 -75.13608 19.622
3998 2015 10 29 16 42 58 36.18203 -75.12900 19.575
3999 2015 10 29 16 46 04 36.18201 -75.12186 19.642
4000 2015 10 29 16 49 11 36.18203 -75.11475 19.807
4001 2015 10 29 16 52 18 36.18222 -75.10763 19.863
4002 2015 10 29 16 55 24 36.18279 -75.10041 20.018
4003 2015 10 29 16 58 31 36.18328 -75.09361 19.731
4004 2015 10 29 17 01 37 36.18367 -75.08760 19.856
4005 2015 10 29 17 04 44 36.18422 -75.08265 19.860
4006 2015 10 29 17 07 51 36.18294 -75.08352 19.872
4007 2015 10 29 17 10 58 36.18198 -75.08693 19.896
4008 2015 10 29 17 14 05 36.18111 -75.08994 19.909
4009 2015 10 29 17 17 12 36.18026 -75.09295 19.920
4010 2015 10 29 17 20 18 36.17939 -75.09591 19.961
4011 2015 10 29 17 23 25 36.17850 -75.09904 19.818
4012 2015 10 29 17 26 32 36.17750 -75.10233 19.802
4013 2015 10 29 17 29 38 36.17624 -75.10526 19.836
4014 2015 10 29 17 32 45 36.17473 -75.10795 19.752
4015 2015 10 29 17 35 52 36.17318 -75.11087 19.669
4016 2015 10 29 17 38 59 36.17158 -75.11385 19.661
4017 2015 10 29 17 42 06 36.17006 -75.11663 19.617
4018 2015 10 29 17 45 16 36.16848 -75.11955 19.669
4019 2015 10 29 17 51 30 36.16533 -75.12520 19.566
4020 2015 10 29 17 54 38 36.16373 -75.12806 19.601
4021 2015 10 29 17 57 45 36.16201 -75.13090 19.553
4022 2015 10 29 18 03 59 36.16148 -75.13433 19.444
4023 2015 10 29 18 07 06 36.16648 -75.13390 19.536
4024 2015 10 29 18 10 11 36.17154 -75.13344 19.490
4025 2015 10 29 18 13 18 36.17533 -75.13660 19.519
4026 2015 10 29 18 16 24 36.17608 -75.14272 19.487
4027 2015 10 29 18 19 31 36.17633 -75.14932 19.478
4028 2015 10 29 18 25 44 36.17662 -75.16259 19.539
4029 2015 10 29 18 28 50 36.17680 -75.16967 19.545
4030 2015 10 29 18 31 59 36.17700 -75.17683 19.638
4031 2015 10 29 18 44 28 36.17785 -75.20520 19.669
4032 2015 10 29 18 47 35 36.17804 -75.21235 19.748
4033 2015 10 29 18 50 41 36.17825 -75.21938 19.654
4034 2015 10 29 18 53 47 36.17847 -75.22650 19.653
4035 2015 10 29 18 56 55 36.17871 -75.23361 19.659
4036 2015 10 29 19 00 02 36.17897 -75.24082 19.779
4037 2015 10 29 19 06 15 36.17945 -75.25548 19.633
4038 2015 10 29 19 09 22 36.17954 -75.26284 19.763
4039 2015 10 29 19 21 48 36.17769 -75.29019 19.742
4040 2015 10 29 19 24 55 36.17718 -75.29701 19.616
4041 2015 10 29 19 34 13 36.17555 -75.31833 19.576
4042 2015 10 29 19 37 19 36.17503 -75.32549 19.664
4043 2015 10 29 19 43 32 36.17396 -75.33981 19.643
4044 2015 10 29 19 46 39 36.17340 -75.34696 19.651
4045 2015 10 29 19 49 46 36.17285 -75.35418 19.686
4046 2015 10 29 19 52 52 36.17241 -75.36140 19.665
4047 2015 10 29 19 55 59 36.17214 -75.36808 19.710
4048 2015 10 29 19 59 06 36.17190 -75.37458 19.768
4049 2015 10 29 20 02 12 36.17169 -75.38096 19.742
4050 2015 10 29 20 05 19 36.17145 -75.38749 19.776
4051 2015 10 29 20 17 45 36.16922 -75.41480 19.756
4052 2015 10 29 20 20 52 36.16835 -75.42179 19.690
4053 2015 10 29 20 23 58 36.16734 -75.42876 19.723
4054 2015 10 29 20 27 05 36.16645 -75.43361 19.712
4055 2015 10 29 20 30 11 36.16682 -75.43364 19.755
4056 2015 10 29 20 33 17 36.16681 -75.43462 19.592
4057 2015 10 29 20 36 23 36.16720 -75.43525 19.701
4058 2015 10 29 20 42 36 36.16882 -75.43539 19.658
4059 2015 10 29 20 45 43 36.16854 -75.43496 19.699
4060 2015 10 29 20 48 49 36.16852 -75.43462 19.845
4061 2015 10 29 20 51 56 36.16777 -75.43445 19.647
4062 2015 10 29 20 55 02 36.16814 -75.43525 19.612
4063 2015 10 29 21 01 14 36.16699 -75.42883 19.682
4064 2015 10 29 21 18 59 36.16597 -75.38669 19.833
4065 2015 10 30 12 17 37 36.05360 -74.51398 22.112
4066 2015 10 30 12 28 53 36.04403 -74.48438 21.236
4067 2015 10 30 12 38 44 36.03544 -74.45826 21.270
4068 2015 10 30 12 41 51 36.03260 -74.45009 21.225
4069 2015 10 30 12 44 57 36.03026 -74.44185 21.317
4070 2015 10 30 12 48 04 36.02791 -74.43346 21.394
4071 2015 10 30 12 51 10 36.02550 -74.42494 21.482
4072 2015 10 30 12 54 17 36.02305 -74.41639 21.346
4073 2015 10 30 12 57 24 36.02057 -74.40771 21.113
4074 2015 10 30 13 00 30 36.01804 -74.39903 20.591
4075 2015 10 30 13 03 37 36.01546 -74.39040 20.359
4076 2015 10 30 13 06 43 36.01272 -74.38178 20.233
4077 2015 10 30 13 09 49 36.01040 -74.37291 20.886
4078 2015 10 30 13 12 55 36.00816 -74.36389 21.087
4079 2015 10 30 13 16 01 36.00603 -74.35471 20.952
4080 2015 10 30 13 22 15 36.00682 -74.34895 20.601
4081 2015 10 30 13 25 21 36.00677 -74.34750 20.294
4082 2015 10 30 13 28 28 36.00682 -74.34596 20.196
4083 2015 10 30 13 31 34 36.00687 -74.34440 19.939
4084 2015 10 30 13 34 40 36.00685 -74.34272 19.690
4085 2015 10 30 13 37 47 36.00680 -74.34098 19.711
4086 2015 10 30 13 40 54 36.00675 -74.33927 19.697
4087 2015 10 30 13 44 01 36.00659 -74.33746 19.919
4088 2015 10 30 13 47 07 36.00667 -74.33516 19.555
4089 2015 10 30 13 50 14 36.00668 -74.33351 19.576
4090 2015 10 30 13 53 21 36.00719 -74.33205 19.805
4091 2015 10 30 13 56 27 36.00754 -74.33031 20.197
4092 2015 10 30 13 59 34 36.00788 -74.32828 19.991
4093 2015 10 30 14 02 41 36.00823 -74.32618 19.956
4094 2015 10 30 14 05 47 36.00856 -74.32417 19.926
4095 2015 10 30 14 12 00 36.00919 -74.32023 20.011
4096 2015 10 30 14 21 18 36.01028 -74.31447 20.516
4097 2015 10 30 14 24 25 36.01061 -74.31255 20.359
4098 2015 10 30 14 27 32 36.01099 -74.31070 20.376
4099 2015 10 30 14 30 39 36.01124 -74.30885 20.500
4100 2015 10 30 14 42 29 36.01260 -74.30170 20.694
4101 2015 10 30 14 45 36 36.01287 -74.30005 20.801
4102 2015 10 30 14 48 43 36.01420 -74.29769 20.650
4103 2015 10 30 14 51 50 36.01498 -74.29566 20.706
4104 2015 10 30 14 54 57 36.01569 -74.29363 20.995
4105 2015 10 30 14 58 03 36.01660 -74.29177 20.613
4106 2015 10 30 15 01 10 36.01735 -74.28986 20.969
4107 2015 10 30 15 14 09 36.02108 -74.28266 20.874
4108 2015 10 30 15 17 15 36.02203 -74.28179 20.797
4109 2015 10 30 15 20 21 36.02289 -74.28027 20.814
4110 2015 10 30 15 23 27 36.02360 -74.27848 20.857
4111 2015 10 30 15 26 33 36.02702 -74.27730 20.616
4112 2015 10 30 15 29 39 36.02840 -74.27978 20.808
4113 2015 10 30 15 32 45 36.02624 -74.28433 20.939
4114 2015 10 30 15 35 52 36.02363 -74.28848 20.912
4115 2015 10 30 15 38 58 36.02124 -74.29232 21.182
4116 2015 10 30 15 42 04 36.02042 -74.29355 20.902
4117 2015 10 30 16 04 47 36.00083 -74.28841 21.951
4118 2015 10 30 16 07 54 35.99616 -74.28908 22.183
4119 2015 10 30 16 11 00 35.99204 -74.28952 22.579
4120 2015 10 30 16 14 06 35.98851 -74.28979 23.278
4121 2015 10 30 16 17 11 35.98542 -74.28874 23.324
4122 2015 10 30 16 20 18 35.98421 -74.28293 23.669
4123 2015 10 30 16 23 25 35.98293 -74.27685 23.813
4124 2015 10 30 16 26 32 35.98101 -74.27431 24.024
4125 2015 10 30 16 29 38 35.98118 -74.28092 24.227
4126 2015 10 30 16 32 45 35.98051 -74.28795 24.681
4127 2015 10 30 16 35 51 35.97938 -74.29483 24.382
4128 2015 10 30 16 42 04 35.97702 -74.30867 24.311
4129 2015 10 30 16 48 18 35.97741 -74.31199 24.721
4130 2015 10 30 16 51 24 35.97445 -74.31064 25.680
4131 2015 10 30 16 54 31 35.97463 -74.31095 25.688
4132 2015 10 30 16 57 38 35.97554 -74.30946 25.956
4133 2015 10 30 17 00 44 35.97607 -74.30748 25.688
4134 2015 10 30 17 06 57 35.97706 -74.30450 26.064
4135 2015 10 30 17 10 03 35.97796 -74.30277 25.789
4136 2015 10 30 17 13 09 35.97906 -74.30109 25.801
4137 2015 10 30 17 16 16 35.97992 -74.29945 25.788
4138 2015 10 30 17 19 22 35.98103 -74.29768 25.720
4139 2015 10 30 17 25 35 35.98312 -74.29399 25.731
4140 2015 10 30 17 28 41 35.98420 -74.29212 25.743
4141 2015 10 30 17 31 48 35.98545 -74.29038 25.808
4142 2015 10 30 17 34 54 35.98674 -74.28872 25.775
4143 2015 10 30 17 37 59 35.98772 -74.28701 25.833
4144 2015 10 30 17 41 05 35.98898 -74.28544 25.867
4145 2015 10 30 17 44 12 35.99012 -74.28358 25.820
4146 2015 10 30 18 02 13 35.99630 -74.27373 25.854
4147 2015 10 30 19 05 31 35.94913 -74.27131 26.046
4148 2015 10 30 19 08 37 35.94972 -74.26881 26.038
4149 2015 10 30 19 11 44 35.95021 -74.26625 26.077
4150 2015 10 30 19 14 50 35.95081 -74.26368 26.003
4151 2015 10 30 19 17 57 35.95249 -74.26120 25.969
4152 2015 10 30 19 21 03 35.95531 -74.25863 25.947
4153 2015 10 30 19 54 01 35.98577 -74.23050 26.017
4154 2015 10 30 19 57 07 35.98855 -74.22783 26.083
4155 2015 10 30 20 00 13 35.99129 -74.22508 26.043
4156 2015 10 30 21 40 37 35.92406 -74.21779 26.270
4157 2015 10 30 22 34 18 35.92600 -74.17649 26.490
4158 2015 10 30 22 52 30 35.90164 -74.18193 26.755
4159 2015 10 30 23 37 08 35.90158 -74.18859 26.327
4160 2015 10 30 23 40 14 35.90599 -74.18599 26.294
4161 2015 10 30 23 43 20 35.91050 -74.18357 26.324
4162 2015 10 30 23 46 27 35.91477 -74.18118 26.358
4163 2015 10 31 01 04 04 35.85093 -74.15794 26.574
4164 2015 10 31 01 07 10 35.85583 -74.15594 26.348
4165 2015 10 31 01 10 17 35.86081 -74.15311 26.368
4166 2015 10 31 01 31 21 35.88865 -74.13268 26.354
4167 2015 10 31 03 53 05 35.85913 -74.15859 26.878
4168 2015 10 31 03 56 12 35.86200 -74.16296 26.884
4169 2015 10 31 03 59 18 35.86486 -74.16735 26.812
4170 2015 10 31 04 02 25 35.86773 -74.17170 26.873
4171 2015 10 31 04 16 47 35.88128 -74.19199 26.478
4172 2015 10 31 04 19 54 35.88424 -74.19629 26.657
4173 2015 10 31 04 23 01 35.88718 -74.20055 26.505
4174 2015 10 31 05 24 04 35.95100 -74.28774 25.980
4175 2015 10 31 05 27 11 35.95447 -74.29232 25.937
4176 2015 10 31 05 40 09 35.96733 -74.31013 26.341
4177 2015 10 31 05 43 16 35.97018 -74.31417 25.912
4178 2015 10 31 05 46 23 35.97347 -74.31845 26.136
4179 2015 10 31 05 49 30 35.97698 -74.32275 25.768
4180 2015 10 31 05 52 36 35.98025 -74.32618 25.744
4181 2015 10 31 06 01 55 35.98998 -74.33814 25.735
4182 2015 10 31 06 05 03 35.99309 -74.34237 25.780
4183 2015 10 31 06 08 08 35.99622 -74.34634 25.681
4184 2015 10 31 06 11 16 35.99938 -74.35073 25.558
4185 2015 10 31 06 17 29 36.00594 -74.36003 24.788
4186 2015 10 31 06 23 42 36.01301 -74.36926 24.290
4187 2015 10 31 06 26 48 36.01647 -74.37396 24.219
4188 2015 10 31 06 29 54 36.02011 -74.37854 24.225
4189 2015 10 31 06 33 00 36.02334 -74.38319 24.266
4190 2015 10 31 06 39 14 36.02945 -74.39148 24.264
4191 2015 10 31 06 42 21 36.03062 -74.39066 24.261
4192 2015 10 31 06 48 34 36.03532 -74.38862 24.282
4193 2015 10 31 06 57 53 36.04224 -74.38592 24.227
4194 2015 10 31 07 01 01 36.04483 -74.38510 24.175
4195 2015 10 31 07 04 07 36.04209 -74.38239 24.604
4196 2015 10 31 07 07 13 36.03597 -74.37900 24.246
4197 2015 10 31 07 10 20 36.03002 -74.37504 24.276
4198 2015 10 31 07 16 33 36.01828 -74.36690 24.200
4199 2015 10 31 07 19 40 36.01296 -74.36428 24.151
4200 2015 10 31 07 22 47 36.01024 -74.36205 24.105
4201 2015 10 31 07 25 53 36.01270 -74.36030 24.189
4202 2015 10 31 07 29 00 36.01544 -74.35855 24.177
4203 2015 10 31 07 32 07 36.01829 -74.35679 24.142
4204 2015 10 31 07 35 14 36.02123 -74.35530 24.111
4205 2015 10 31 07 38 21 36.02416 -74.35379 24.374
4206 2015 10 31 07 41 27 36.02714 -74.35217 24.088
4207 2015 10 31 07 44 33 36.02991 -74.35049 23.975
4208 2015 10 31 07 50 46 36.03577 -74.34715 24.100
4209 2015 10 31 08 05 08 36.04911 -74.34008 24.192
4210 2015 10 31 08 11 21 36.04930 -74.34898 24.310
4211 2015 10 31 08 14 28 36.04748 -74.35604 24.378
4212 2015 10 31 08 17 35 36.04541 -74.36312 24.307
4213 2015 10 31 08 23 48 36.04096 -74.37704 24.253
4214 2015 10 31 08 30 00 36.03632 -74.38989 24.101
4215 2015 10 31 08 33 06 36.03460 -74.39534 24.262
4216 2015 10 31 08 39 20 36.03592 -74.39224 24.129
4217 2015 10 31 08 45 34 36.03881 -74.38835 24.417
4218 2015 10 31 08 48 40 36.04031 -74.38658 24.203
4219 2015 10 31 08 54 53 36.04546 -74.38348 24.182
4220 2015 10 31 09 01 05 36.05071 -74.38073 24.159
4221 2015 10 31 09 04 12 36.05322 -74.37924 24.176
4222 2015 10 31 09 07 18 36.05579 -74.37779 24.139
4223 2015 10 31 09 10 25 36.05828 -74.37625 24.431
4224 2015 10 31 09 13 32 36.06097 -74.37481 24.184
4225 2015 10 31 09 16 38 36.06357 -74.37332 24.125
4226 2015 10 31 09 19 45 36.06640 -74.37194 24.025
4227 2015 10 31 09 22 51 36.06927 -74.37068 23.982
4228 2015 10 31 09 32 10 36.07894 -74.37578 24.173
4229 2015 10 31 09 38 23 36.08408 -74.39094 22.670
4230 2015 10 31 09 44 36 36.08916 -74.40609 21.488
4231 2015 10 31 09 47 42 36.09168 -74.41363 20.816
4232 2015 10 31 09 50 49 36.09302 -74.42116 20.241
4233 2015 10 31 09 53 55 36.09378 -74.42898 20.138
4234 2015 10 31 09 57 03 36.09448 -74.43685 20.031
4235 2015 10 31 10 00 09 36.09492 -74.44455 19.906
4236 2015 10 31 10 03 16 36.09577 -74.45243 19.788
4237 2015 10 31 10 06 23 36.09654 -74.46052 19.977
4238 2015 10 31 10 09 29 36.09713 -74.46881 20.441
4239 2015 10 31 10 15 41 36.09760 -74.47308 21.298
4240 2015 10 31 10 18 48 36.09757 -74.47234 21.968
4241 2015 10 31 10 21 56 36.09745 -74.47143 21.816
4242 2015 10 31 10 36 30 36.09967 -74.46460 20.877
4243 2015 10 31 10 39 36 36.10028 -74.46313 20.977
4244 2015 10 31 10 42 42 36.10082 -74.46189 20.892
4245 2015 10 31 10 45 48 36.10130 -74.46068 20.737
4246 2015 10 31 10 48 54 36.10187 -74.45951 20.858
4247 2015 10 31 10 58 14 36.10425 -74.45573 21.219
4248 2015 10 31 11 01 21 36.10495 -74.45437 21.149
4249 2015 10 31 11 04 28 36.10558 -74.45326 20.962
4250 2015 10 31 11 10 42 36.10682 -74.45085 20.890
4251 2015 10 31 11 26 42 36.10827 -74.44528 20.787
4252 2015 10 31 11 32 55 36.10873 -74.44223 20.360
4253 2015 10 31 11 36 01 36.10509 -74.44294 20.046
4254 2015 10 31 11 39 08 36.10358 -74.45101 20.133
4255 2015 10 31 11 42 14 36.10199 -74.45935 20.128
4256 2015 10 31 11 45 21 36.09872 -74.46642 20.874
4257 2015 10 31 12 01 24 36.07320 -74.43787 22.881
4258 2015 10 31 13 44 09 35.95341 -74.27634 26.179
4259 2015 10 31 13 50 22 35.95667 -74.27266 26.104
4260 2015 10 31 13 53 29 35.95870 -74.27058 26.133
4261 2015 10 31 13 56 36 35.96046 -74.26850 26.338
4262 2015 10 31 14 02 49 35.96452 -74.26436 26.118
4263 2015 10 31 14 05 56 35.96628 -74.26232 26.133
4264 2015 10 31 14 09 02 35.96832 -74.26027 26.197
4265 2015 10 31 14 12 08 35.96993 -74.25836 26.090
4266 2015 10 31 14 15 15 35.97181 -74.25622 26.163
4267 2015 10 31 14 18 21 35.97344 -74.25420 26.133
4268 2015 10 31 14 24 34 35.97749 -74.24985 26.222
4269 2015 10 31 14 27 40 35.97933 -74.24765 26.388
4270 2015 10 31 14 30 47 35.98126 -74.24503 25.969
4271 2015 10 31 14 33 53 35.98316 -74.24296 26.335
4272 2015 10 31 14 36 59 35.98493 -74.24086 26.403
4273 2015 10 31 14 43 12 35.98891 -74.23687 26.170
4274 2015 10 31 14 46 19 35.99053 -74.23482 25.927
4275 2015 10 31 14 49 25 35.99215 -74.23279 26.328
4276 2015 10 31 14 52 32 35.99353 -74.23069 26.032
4277 2015 10 31 14 55 38 35.99208 -74.23231 26.135
4278 2015 10 31 14 58 45 35.99316 -74.23696 26.133
4279 2015 10 31 15 01 51 35.99439 -74.24157 26.200
4280 2015 10 31 15 04 58 35.99551 -74.24758 26.208
4281 2015 10 31 15 08 05 35.99574 -74.25461 26.165
